sample_name,query,class,class_read_raw,class_read_index,class_pa,order,order_read_raw,order_read_index,order_pa,family,family_read_raw,family_read_index,family_pa,genus,genus_read_raw,genus_read_index,genus_pa,LCT,species_read_raw,species_read_index,species_pa
E001,ASV132,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV133,NA,107767,NA,NA,Salmoniformes,56444,0.5542482667929299,1,Salmonidae,56444,0.5542482667929299,1,Oncorhynchus,56444,0.5542482667929299,1,Oncorhynchus tshawytscha,5015,0.1507917606721548,1
E001,ASV134,NA,107767,NA,NA,Scorpaeniformes,2465,0.03148517426223241,1,Sebastidae,2465,0.03759469039443475,1,Sebastes,2465,0.03759469039443475,1,Sebastes,2465,0.03759469039443475,1
E001,ASV136,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV137,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV139,NA,107767,NA,NA,Salmoniformes,56444,0.5542482667929299,1,Salmonidae,56444,0.5542482667929299,1,Oncorhynchus,56444,0.5542482667929299,1,Oncorhynchus nerka,47309,0.464547715500438,1
E001,ASV14,NA,107767,NA,NA,Osmeriformes,0,0,0,Osmeridae,0,0,0,Thaleichthys,0,0,0,Thaleichthys pacificus,0,0,0
E001,ASV140,NA,107767,NA,NA,Salmoniformes,56444,0.5542482667929299,1,Salmonidae,56444,0.5542482667929299,1,Oncorhynchus,56444,0.5542482667929299,1,Oncorhynchus gorbuscha,4120,0.20777846762024718,1
E001,ASV143,NA,107767,NA,NA,Scorpaeniformes,2465,0.03148517426223241,1,Sebastidae,2465,0.03759469039443475,1,Sebastes,2465,0.03759469039443475,1,Sebastes,2465,0.03759469039443475,1
E001,ASV144,NA,107767,NA,NA,Salmoniformes,56444,0.5542482667929299,1,Salmonidae,56444,0.5542482667929299,1,Oncorhynchus,56444,0.5542482667929299,1,Oncorhynchus nerka,47309,0.464547715500438,1
E001,ASV149,NA,107767,NA,NA,Scorpaeniformes,2465,0.03148517426223241,1,Liparidae,0,0,0,Liparis,0,0,0,Liparis dennyi/fucensis,0,0,0
E001,ASV15,NA,107767,NA,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E001,ASV152,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV155,NA,107767,NA,NA,Scorpaeniformes,2465,0.03148517426223241,1,Liparidae,0,0,0,Liparis,0,0,0,Liparis dennyi/fucensis,0,0,0
E001,ASV156,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV157,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV158,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV16,NA,107767,NA,NA,Scorpaeniformes,2465,0.03148517426223241,1,Sebastidae,2465,0.03759469039443475,1,Sebastes,2465,0.03759469039443475,1,Sebastes,2465,0.03759469039443475,1
E001,ASV160,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV163,NA,107767,NA,NA,Gobiesociformes,0,0,0,Gobiesocidae,0,0,0,Gobiesox,0,0,0,Gobiesox maeandricus,0,0,0
E001,ASV164,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV165,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV166,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Merlucciidae,3892,0.20154074967357238,1,Merluccius,3892,0.20154074967357238,1,Merluccius productus,3892,0.20154074967357238,1
E001,ASV168,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV169,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV17,NA,107767,NA,NA,Scorpaeniformes,2465,0.03148517426223241,1,Sebastidae,2465,0.03759469039443475,1,Sebastes,2465,0.03759469039443475,1,Sebastes,2465,0.03759469039443475,1
E001,ASV171,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV173,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV175,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV176,NA,107767,NA,NA,Salmoniformes,56444,0.5542482667929299,1,Salmonidae,56444,0.5542482667929299,1,Oncorhynchus,56444,0.5542482667929299,1,Oncorhynchus nerka,47309,0.464547715500438,1
E001,ASV177,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV178,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV18,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV180,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV183,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV186,NA,107767,NA,NA,Salmoniformes,56444,0.5542482667929299,1,Salmonidae,56444,0.5542482667929299,1,Oncorhynchus,56444,0.5542482667929299,1,Oncorhynchus nerka,47309,0.464547715500438,1
E001,ASV188,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Merlucciidae,3892,0.20154074967357238,1,Merluccius,3892,0.20154074967357238,1,Merluccius productus,3892,0.20154074967357238,1
E001,ASV189,NA,107767,NA,NA,Salmoniformes,56444,0.5542482667929299,1,Salmonidae,56444,0.5542482667929299,1,Oncorhynchus,56444,0.5542482667929299,1,Oncorhynchus gorbuscha,4120,0.20777846762024718,1
E001,ASV19,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV190,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV191,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV192,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV197,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV198,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV199,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Merlucciidae,3892,0.20154074967357238,1,Merluccius,3892,0.20154074967357238,1,Merluccius productus,3892,0.20154074967357238,1
E001,ASV2,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV200,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV201,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV202,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV203,NA,107767,NA,NA,Perciformes,0,0,0,Stichaeidae,0,0,0,Xiphister,0,0,0,Xiphister atropurpureus/mucosus,0,0,0
E001,ASV204,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Merlucciidae,3892,0.20154074967357238,1,Merluccius,3892,0.20154074967357238,1,Merluccius productus,3892,0.20154074967357238,1
E001,ASV206,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV207,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Alosa,0,0,0,Alosa sapidissima,0,0,0
E001,ASV208,NA,107767,NA,NA,Osmeriformes,0,0,0,Osmeridae,0,0,0,Mallotus,0,0,0,Mallotus villosus,0,0,0
E001,ASV21,NA,107767,NA,NA,Perciformes,0,0,0,Embiotocidae,0,0,0,Embiotoca,0,0,0,Embiotoca lateralis,0,0,0
E001,ASV210,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV213,NA,107767,NA,NA,Salmoniformes,56444,0.5542482667929299,1,Salmonidae,56444,0.5542482667929299,1,Oncorhynchus,56444,0.5542482667929299,1,Oncorhynchus nerka,47309,0.464547715500438,1
E001,ASV214,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV215,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV217,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV22,NA,107767,NA,NA,Perciformes,0,0,0,Pholidae,0,0,0,Pholis,0,0,0,Pholis clemensi,0,0,0
E001,ASV220,NA,107767,NA,NA,Scorpaeniformes,2465,0.03148517426223241,1,Sebastidae,2465,0.03759469039443475,1,Sebastes,2465,0.03759469039443475,1,Sebastes,2465,0.03759469039443475,1
E001,ASV221,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV222,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Merlucciidae,3892,0.20154074967357238,1,Merluccius,3892,0.20154074967357238,1,Merluccius productus,3892,0.20154074967357238,1
E001,ASV223,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV224,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV225,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV230,NA,107767,NA,NA,Pleuronectiformes,0,0,0,Paralichthyidae,0,0,0,Citharichthys,0,0,0,Citharichthys stigmaeus,0,0,0
E001,ASV231,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV232,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV235,NA,107767,NA,NA,Salmoniformes,56444,0.5542482667929299,1,Salmonidae,56444,0.5542482667929299,1,Oncorhynchus,56444,0.5542482667929299,1,Oncorhynchus tshawytscha,5015,0.1507917606721548,1
E001,ASV236,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV237,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV240,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV241,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV242,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV244,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Engraulidae,0,0,0,Engraulis,0,0,0,Engraulis mordax,0,0,0
E001,ASV245,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV247,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV249,NA,107767,NA,NA,Salmoniformes,56444,0.5542482667929299,1,Salmonidae,56444,0.5542482667929299,1,Oncorhynchus,56444,0.5542482667929299,1,Oncorhynchus nerka,47309,0.464547715500438,1
E001,ASV25,NA,107767,NA,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Hippoglossus,0,0,0,Hippoglossus stenolepis,0,0,0
E001,ASV252,NA,107767,NA,NA,Scorpaeniformes,2465,0.03148517426223241,1,Sebastidae,2465,0.03759469039443475,1,Sebastes,2465,0.03759469039443475,1,Sebastes,2465,0.03759469039443475,1
E001,ASV253,NA,107767,NA,NA,Perciformes,0,0,0,Embiotocidae,0,0,0,Embiotoca,0,0,0,Embiotoca lateralis,0,0,0
E001,ASV254,NA,107767,NA,NA,Scorpaeniformes,2465,0.03148517426223241,1,Anoplopomatidae,0,0,0,Anoplopoma,0,0,0,Anoplopoma fimbria,0,0,0
E001,ASV257,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV258,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV259,NA,107767,NA,NA,Scorpaeniformes,2465,0.03148517426223241,1,Anoplopomatidae,0,0,0,Anoplopoma,0,0,0,Anoplopoma fimbria,0,0,0
E001,ASV261,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV262,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV263,NA,107767,NA,NA,Perciformes,0,0,0,Embiotocidae,0,0,0,Embiotoca,0,0,0,Embiotoca lateralis,0,0,0
E001,ASV264,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV265,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV27,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV270,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV272,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV273,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV275,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV276,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV279,Elasmobranchii,0,NA,NA,Squaliformes,0,0,0,Squalidae,0,0,0,Squalus,0,0,0,Squalus suckleyi,0,0,0
E001,ASV280,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Merlucciidae,3892,0.20154074967357238,1,Merluccius,3892,0.20154074967357238,1,Merluccius productus,3892,0.20154074967357238,1
E001,ASV281,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV283,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV284,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV285,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV286,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV29,NA,107767,NA,NA,Scorpaeniformes,2465,0.03148517426223241,1,Sebastidae,2465,0.03759469039443475,1,Sebastes,2465,0.03759469039443475,1,Sebastes,2465,0.03759469039443475,1
E001,ASV294,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV295,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV296,NA,107767,NA,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E001,ASV297,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV299,NA,107767,NA,NA,Clupeiformes,29304,0.3444877325065965,1,Clupeidae,29304,0.3444877325065965,1,Clupea,29304,0.3444877325065965,1,Clupea pallasii,29304,0.3444877325065965,1
E001,ASV3,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Merlucciidae,3892,0.20154074967357238,1,Merluccius,3892,0.20154074967357238,1,Merluccius productus,3892,0.20154074967357238,1
E001,ASV301,NA,107767,NA,NA,Scorpaeniformes,2465,0.03148517426223241,1,Sebastidae,2465,0.03759469039443475,1,Sebastes,2465,0.03759469039443475,1,Sebastes,2465,0.03759469039443475,1
E001,ASV303,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
E001,ASV304,NA,107767,NA,NA,Scorpaeniformes,2465,0.03148517426223241,1,Anoplopomatidae,0,0,0,Anoplopoma,0,0,0,Anoplopoma fimbria,0,0,0
E001,ASV305,NA,107767,NA,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Hippoglossus,0,0,0,Hippoglossus stenolepis,0,0,0
E001,ASV308,NA,107767,NA,NA,Salmoniformes,56444,0.5542482667929299,1,Salmonidae,56444,0.5542482667929299,1,Oncorhynchus,56444,0.5542482667929299,1,Oncorhynchus gorbuscha,4120,0.20777846762024718,1
E001,ASV309,NA,107767,NA,NA,Osmeriformes,0,0,0,Osmeridae,0,0,0,Thaleichthys,0,0,0,Thaleichthys pacificus,0,0,0
E001,ASV31,NA,107767,NA,NA,Gadiformes,19554,0.22355435449270533,1,Gadidae,15662,0.1790584177183569,1,Gadus,15662,0.1790584177183569,1,Gadus chalcogrammus,15662,0.1790584177183569,1
